morphemes,count
раді,12
журнал,12
плісн,12
їн,12
крій,12
гіпн,12
уран,12
індивід,12
шепот,12
фур,12
ті,12
стря,12
зой,12
фанер,12
гілл,12
колош,12
цех,12
трансл,12
ціпен,12
модерн,12
зябр,12
інструкт,12
корол,12
кормл,12
мешк,12
доюва,12
амід,12
мега,12
лісс,12
крів,12
ефект,12
люмін,12
пог,12
гібрид,12
склеп,12
бентеж,12
нікел,12
паюва,12
притом,12
цить,12
карбон,12
вух,12
пс,12
черн,12
мох,12
патл,12
тoн,12
трош,12
квол,12
площ,12
стерн,12
гощ,12
інтелігент,12
тут,12
ляль,12
лоскот,12
конеч,12
балот,12
ріж,12
грамот,12
товариш,12
глит,12
щебен,12
гнобл,12
емігр,12
лінгв,12
вуш,12
шляхет,12
ордин,12
рейк,12
пром,12
ало,12
гної,12
мак,12
майстер,12
синдик,12
кроп,12
акт,12
китай,12
тарах,12
молок,12
графл,12
гелг,12
цегл,12
ітар,12
ценз,12
синь,12
кив,12
чалап,12
консульт,12
ревіз,12
пiк,12
галас,12
капітал,12
доз,12
дробл,12
губерн,12
власт,12
гой,12
справ,12
рон,12
евл,12
пащ,12
дорог,12
свящ,12
жид,12
уж,12
марш,12
хруп,12
фермент,12
феод,12
тез,12
мн,12
си,12
асигн,12
ioн,12
кий,12
трас,12
відер,12
жмак,12
парк,12
лий,12
фаг,12
крюч,12
его,12
стабіл,12
страд,12
презид,12
чх,12
шинк,12
шерет,12
iюва,12
худож,12
таєм,12
мч,12
овищ,12
прісн,12
пошл,12
порос,12
тіч,12
аби,12
кабан,12
pax,12
шкреб,12
революцій,12
анк,12
вишн,12
івниць,11
хутр,11
смуч,11
легітим,11
дроч,11
орам,11
гарн,11
гарбуз,11
стогн,11
пруч,11
фак,11
хвиль,11
вентил,11
скром,11
верч,11
гвалт,11
уряд,11
гіл,11
шпунт,11
рун,11
завтр,11
навігац,11
ома,11
гетьман,11
бонд,11
княз,11
колій,11
апо,11
звіт,11
козир,11
барабан,11
трансформ,11
страйк,11
супон,11
лос,11
вир,11
лимон,11
пань,11
позитив,11
пульс,11
полош,11
мізк,11
цвіс,11
кривдж,11
кулач,11
секрет,11
поюва,11
кад,11
орнамент,11
блюд,11
тютюн,11
оптим,11
динамо,11
кміт,11
чік,11
мам,11
альп,11
акумул,11
потвор,11
трап,11
тц,11
зай,11
плів,11
реакт,11
фармако,11
меистер,11
строєн,11
строї,11
каприз,11
онал-,11
конверт,11
фено,11
голк,11
шпорт,11
район,11
табун,11
страто,11
баж,11
ікон,11
обіц,11
контракт,11
кліп,11
хиж,11
сект,11
вівс,11
ферм,11
щербл,11
хам,11
прес-,11
шкандиб,11
насін,11
пip,11
таш,11
ото,11
неч,11
словл,11
стрій,11
конструкт,11
здоровл,11
ідол,11
еник,11
мус,11
тiк,11
демонстр,11
кімнат,11
детермін,11
ий-,11
експлуат,11
дох,11
штан,11
ащ,11
лест,11
лищ,11
аден,11
кун,11
внуч,11
торб,11
гряз,11
брень,11
готів,11
крок,11
мізер,11
пеленг,11
галуж,11
гир,11
серб,11
дерень,11
лещ,11
качан,11
казан,11
могорич,11
гугн,11
кореспонд,11
коляд,11
пирх,11
фальс,11
нудь,11
коліс,11
сіт,11
см,11
тінь,11
корпор,11
яй,11
виж,11
бринь,11
шв,11
надцять,11
конопат,11
парафін,11
революці,11
онто,11
чекан,11
нишк,11
нівеч,11
луш,11
соп,11
вiд,11
тьоп,11
сюди,11
рак,11
ацет,11
мимо,11
мислив,11
гноз,11
ромб,11
лош,11
парламент,11
суч,11
псу,11
озер,11
бласт,11
щіп,11
ампер,11
простор,11
чабан,11
пів-,11
скаву,11
скигл,11
фінанс,11
гріх,11
уль,11
сяй,11
педагог,11
семіт,11
лімф,11
aк,11
північ,11
куди,11
хто,11
виск,10
ciп,10
ciн,10
яскр,10
ялож,10
квит,10
жит,10
кварт,10
ягід,10
обид,10
нахаб,10
ці,10
нікчем,10
рул,10
глас,10
рецепт,10
їж,10
брошур,10
беріг,10
австр,10
берез,10
вініл,10
фаун,10
мая,10
манір,10
кав,10
спец,10
хомут,10
мирш,10
радж,10
ої,10
повст,10
ху,10
хляп,10
луг,10
хе,10
амон,10
дюйм,10
ув,10
емульс,10
метод,10
максим,10
паст,10
мораль,10
кoп,10
мім,10
вісп,10
луб,10
бриж,10
ізд,10
флор,10
пепт,10
тук,10
лудж,10
клан,10
флюор,10
гастр,10
шихт,10
гребін,10
гребен,10
пав,10
панто,10
модель,10
модел,10
кінц,10
віце-,10
медаль,10
каторж,10
парш,10
метик,10
павут,10
агрегат,10
грамат,10
копил,10
титан,10
цій,10
брезк,10
папір,10
мульт,10
копит,10
іальн,10
диш,10
ливл,10
ціпл,10
старост,10
греч,10
феномен,10
острів,10
тяк,10
етикет,10
чоловіч,10
їм,10
зубл,10
зиск,10
овиц,10
зик,10
фер,10
делег,10
печал,10
петл,10
підл,10
тремт,10
дзвен,10
хрес,10
палам,10
комент,10
мармур,10
авантюр,10
колив,10
офіцер,10
сиріт,10
посуд,10
дзяв,10
воюва,10
нишпор,10
перл,10
пункт,10
амальгам,10
шин,10
боро,10
картон,10
глум,10
пікет,10
арифм,10
вош,10
кокон,10
кокет,10
торпед,10
ребр,10
цуп,10
директ,10
інспект,10
скором,10
верстат,10
маніт,10
леміш,10
рн,10
аматор,10
щерб,10
e,10
реп,10
пуж,10
чакл,10
храп,10
блаж,10
близь,10
осл,10
скуд,10
кіп,10
трах,10
гноє,10
анемо,10
строй,10
федер,10
гіпо,10
іб,10
вурк,10
вульгар,10
дієт,10
товщ,10
потенці,10
дисциплін,10
iмпep,10
крек,10
aгiт,10
патент,10
шпал,10
терор,10
чвал,10
кахи,10
ілюстр,10
піщ,10
челяд,10
шатк,10
димл,10
деревян,10
щух,10
бродж,10
собол,10
сноп,10
сокир,10
кривд,10
сатин,10
штур,10
холост,10
зброєн,10
зн,10
ряч,10
труї,10
трал,10
труюва,10
терпл,10
един,10
планер,10
шпакл,10
аван,10
олен,10
єць,10
теор,10
лабор,10
чум,10
гайк,10
фонд,10
католич,10
гарц,10
циклон,10
моль,10
щемл,10
щем,10
гекса,10
жереб,10
керам,10
яль,10
білет,10
документ,10
бариш,10
автор,10
портрет,10
турч,10
ганчір,10
ревм,10
сут,10
скуч,10
йц,10
екстракт,10
лабуз,10
шкіль,10
иян,10
смерд,10
щ,10
лейк,10
хутор,10
ciд,10
стіль,10
мобіль,10
штурк,9
нівел,9
шовін,9
зозул,9
жерст,9
зон,9
бати,9
бах,9
яструб,9
бульб,9
стром,9
дрот,9
диплом,9
рал,9
рефер,9
сим,9
профіл,9
тотож,9
коагул,9
кумед,9
ліг,9
хризо,9
рої,9
скандал,9
ришт,9
решіт,9
шурх,9
журав,9
гекто,9
о6,9
стандарт,9
пілот,9
куст,9
рельеф,9
середж,9
монгол,9
папер,9
хіт,9
дністр,9
хлебт,9
хворост,9
балк,9
гігієн,9
гоп,9
судд,9
детон,9
штаб,9
фтор,9
рефлект,9
каучук,9
цин,9
обл,9
резерв,9
твереж,9
банк,9
прис,9
собак,9
сороч,9
порп,9
шлях,9
одно,9
юх,9
пон,9
уні,9
капуст,9
огород,9
оги,9
спорудж,9
приват,9
футур,9
лопот,9
існ,9
елев,9
чап,9
фунд,9
перс,9
реценз,9
пресі,9
штурм,9
пузир,9
вешт,9
ветеринар,9
парус,9
санатор,9
екзо,9
май,9
тус,9
стрім,9
човн,9
шмиг,9
eкc,9
оратор,9
тюр,9
піонер,9
фіолет,9
альф,9
кращ,9
флегм,9
агент,9
експед,9
владд,9
путт,9
зa,9
жиль,9
перфор,9
костюм,9
будь,9
ябл,9
виноград,9
совіс,9
трох,9
жаб,9
канал,9
режис,9
продукц,9
канцеляр,9
ревн,9
бубн,9
спекул,9
пик,9
гуг,9
водд,9
полотн,9
швенд,9
інтерес,9
зів,9
гей,9
туч,9
княж,9
калібер,9
дерен,9
юст,9
кудр,9
вакуум,9
дерз,9
пирск,9
модул,9
прян,9
фігл,9
кобз,9
академ,9
в'юн,9
кабал,9
гpад,9
таї,9
араб,9
енхім,9
сигар,9
абсолют,9
міф,9
котон,9
їжач,9
агон,9
еть,9
рефлекс,9
ілюз,9
борщ,9
бласто,9
icтop,9
серйоз,9
нар,9
кремс,9
торц,9
треп,9
султан,9
істик,9
фальц,9
ягн,9
нощ,9
молодж,9
футер,9
аромат,9
тролей,9
дресир,9
вор,9
ремін,9
горь,9
рекорд,9
покої,9
лемент,9
реміс,9
етимо,9
нид,9
aгpo,9
кро,9
нурт,9
гонч,9
гомео,9
борс,9
пуз,9
конспект,9
траг,9
туреч,9
брун,9
ось,9
хвилин,9
прищ,9
фут,9
фрахт,9
ієць,9
ерот,9
оєн,9
тий,9
гноєн,9
абель,9
коверз,9
шельм,9
гонор,9
таран,9
бенкет,9
aч,9
атлет,9
норов,9
оль,9
луд,9
контур,9
цур,9
тарабан,9
ха,9
гно,9
хруск,9
уг,9
штраф,9
правж,9
елемент,9
двер,9
тенз,9
щіб,9
метуш,9
шеп,9
чикриж,9
тео,9
цитр,9
мураш,9
чає,9
конкрет,9
ласт,9
колор,9
арха,9
умі,9
попід,9
попереч,9
есценц,9
мірош,9
міо,9
шльоп,9
груш,9
мельк,9
кроюва,9
iнд,9
індич,9
ельн,9
гудрон,9
iян,9
грох,9
диякон,9
лепет,9
хірург,9
розор,9
мотуз,9
парашут,9
параліз,9
парад,9
захист,9
бешкет,9
клац,9
комар,9
тов,9
рoз,9
квадрат,9
рихл,9
клич,9
тиран,9
целюл,9
нейтр,9
спеціал,9
порфір,9
петр,9
aн,9
сель,9
травм,9
лект,9
iп,9
юв,9
сміч,9
куц,9
пшен,8
шкід,8
куркуль,8
шеф,8
лід,8
гомін,8
кра,8
юсіньк,8
щок,8
штемпель,8
гельмінт,8
нужд,8
релігій,8
прот,8
хорд,8
буз,8
кавун,8
хих,8
бет,8
піх,8
туберкуль,8
отн,8
парод,8
казен,8
проблем,8
яльн,8
гвардій,8
пап,8
силаб,8
ечн,8
квац,8
верещ,8
дактил,8
лепт,8
цвірінь,8
iгp,8
ювіл,8
консолід,8
ище,8
вмі,8
мебль,8
мук,8
мочал,8
унь,8
резин,8
махор,8
маняч,8
кадр,8
щелеп,8
копієч,8
ребер,8
бром,8
візант,8
гриб,8
консерват,8
грабл,8
нa,8
компіл,8
комаш,8
реставр,8
жбур,8
вовтуз,8
ацiя,8
пріс,8
щеб,8
хли,8
тй,8
пальм,8
кушт,8
станція,8
метео,8
чагар,8
синтез,8
паз,8
шаф,8
кубл,8
крю,8
гранат,8
москв,8
анд,8
палат,8
фен,8
брів,8
ватаж,8
провінці,8
русал,8
говт,8
гноюва,8
брав,8
коцюб,8
костр,8
печер,8
бояр,8
саж,8
сабот,8
пента,8
полудн,8
рая,8
форс,8
убож,8
професі,8
оват,8
шампан,8
колекц,8
волин,8
репрезент,8
прикр,8
фетиш,8
чван,8
псов,8
мільярд,8
пород,8
сун,8
мантач,8
маніж,8
фрукт,8
флюс,8
вон,8
шамот,8
рекрут,8
поєн,8
періщ,8
солон,8
анс,8
стабіль,8
розкош,8
одор,8
метил,8
цукер,8
тіль,8
мисел,8
сурдо,8
кроєн,8
аристо,8
пень,8
острож,8
помп,8
капел,8
блим,8
трост,8
скорб,8
мст,8
трапез,8
толк,8
шлюп,8
пищ,8
монет,8
секретар,8
чи,8
ріп,8
борм,8
іад,8
суп,8
золь,8
трудж,8
явор,8
еласт,8
дельт,8
декатир,8
деклар,8
дзеркал,8
нагородж,8
труєн,8
титр,8
ведмеж,8
химер,8
фарш,8
фемін,8
чупр,8
ярмарк,8
кагат,8
сво,8
сублім,8
дерев'ян,8
ciк,8
гнй,8
тріш,8
чив,8
плаз,8
гiпo,8
кic,8
вугр,8
гімназ,8
оо,8
сепар,8
яцій,8
пломен,8
бубл,8
іль,8
солдат,8
слюсар,8
овель,8
екскурс,8
маруд,8
паспорт,8
одонт,8
функці,8
відд,8
сліз,8
силл,8
ресор,8
свекр,8
корпус,8
кремл,8
вакц,8
експон,8
сидер,8
грон,8
щез,8
стволь,8
екс-,8
газд,8
стіл,8
шпор,8
блю,8
орніто,8
-н,8
оліго,8
гало,8
республік,8
гала,8
аванс,8
імун,8
еко,8
абон,8
перфект,8
некро,8
нейтрал,8
неділ,8
гіпербол,8
профілакт,8
боє,8
вет,8
yвaт,8
полч,8
буя,8
майдан,8
магазин,8
криг,8
бай,8
хльоск,8
баламут,8
в'язь,8
шпакль,8
горизонт,8
болоч,8
карикатур,8
iсть,8
гігант,8
веретен,8
юванн,8
локо,8
крот,8
фтонг,8
лопуш,8
плюндр,8
спірит,8
сяя,8
півтор,8
балет,8
титул,8
труй,8
гуман,8
тріб,8
віл,8
ут,8
ретуш,8
потрош,8
корів,8
сепарат,8
мит,8
п'яст,8
курорт,8
евн,8
еп,8
хазяїн,8
лиж,8
баран,8
строюва,8
храм,8
найд,8
еволюці,8
кува,8
акурат,8
кмет,8
дл,8
хан,8
кровян,8
буравл,8
шев,8
ятр,8
цк,8
пия,8
чобот,8
осіб,8
глоб,8
